frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
366,12209.1,,,,,,,,,,15,554,579,,,,,,,,,,,,,,,
367,12241.2,,,,,,,,,,13,580,579,,,,,,,,,,,,,,,
368,12273.3,,,,,,,,,,14,611,578,,,,,,,,,,,,,,,
369,12309.0,,,,,,,,,,13,643,577,,,,,,,,,,,,,,,
370,12341.2,,,,,,,,,,14,675,577,,,,,,,,,,,,,,,
371,12373.2,,,,,,,,,,14,704,577,,,,,,,,,,,,,,,
372,12409.0,,,,,,,,,,14,725,577,,,,,,,,,,,,,,,
373,12441.1,,,,,,,,,,14,739,577,,,,,,,,,,,,,,,
374,12473.1,,,,,,,,,,16,745,577,,,,,,,,,,,,,,,
375,12509.0,,,,,,,,,,15,739,577,,,,,,,,,,,,,,,
376,12541.4,,,,,,,,,,14,722,578,,,,,,,,,,,,,,,
377,12573.2,,,,,,,,,,15,699,578,,,,,,,,,,,,,,,
378,12613.4,,,,,,,,,,15,671,578,,,,,,,,,,,,,,,
379,12641.2,,,,,,,,,,14,639,579,,,,,,,,,,,,,,,
380,12673.4,,,,,,,,,,14,606,579,,,,,,,,,,,,,,,
381,12709.1,,,,,,,,,,16,576,580,,,,,,,,,,,,,,,
382,12741.1,,,,,,,,,,15,551,581,,,,,,,,,,,,,,,
383,12773.5,,,,,,,,,,15,535,581,,,,,,,,,,,,,,,
384,12809.4,,,,,,,,,,16,529,581,,,,,,,,,,,,,,,
385,12841.3,,,,,,,,,,16,532,581,,,,,,,,,,,,,,,
386,12877.5,,,,,,,,,,15,545,583,,,,,,,,,,,,,,,
387,12909.3,,,,,,,,,,16,565,583,,,,,,,,,,,,,,,
388,12941.3,,,,,,,,,,15,595,584,,,,,,,,,,,,,,,
389,12973.9,,,,,,,,,,14,624,585,,,,,,,,,,,,,,,
390,13009.1,,,,,,,,,,13,657,585,,,,,,,,,,,,,,,
391,13041.5,,,,,,,,,,14,687,585,,,,,,,,,,,,,,,
392,13073.1,,,,,,,,,,16,713,583,,,,,,,,,,,,,,,
393,13109.1,,,,,,,,,,16,732,584,,,,,,,,,,,,,,,
394,13141.6,,,,,,,,,,16,741,584,,,,,,,,,,,,,,,
395,13175.6,,,,,,,,,,15,742,585,,,,,,,,,,,,,,,
396,13209.4,,,,,,,,,,16,732,583,,,,,,,,,,,,,,,
397,13241.5,,,,,,,,,,15,712,584,,,,,,,,,,,,,,,
398,13276.7,,,,,,,,,,15,685,583,,,,,,,,,,,,,,,
399,13309.5,,,,,,,,,,12,658,585,,,,,,,,,,,,,,,
400,13341.1,,,,,,,,,,15,624,583,,,,,,,,,,,,,,,
401,13373.1,,,,,,,,,,15,592,582,,,,,,,,,,,,,,,
402,13408.9,,,,,,,,,,15,565,581,,,,,,,,,,,,,,,
403,13441.9,,,,,,,,,,16,545,581,,,,,,,,,,,,,,,
404,13473.2,,,,,,,,,,16,532,579,,,,,,,,,,,,,,,
405,13509.3,,,,,,,,,,16,529,579,,,,,,,,,,,,,,,
406,13541.2,,,,,,,,,,16,537,579,,,,,,,,,,,,,,,
407,13573.2,,,,,,,,,,16,554,579,,,,,,,,,,,,,,,
408,13609.3,,,,,,,,,,16,576,578,,,,,,,,,,,,,,,
409,13641.7,,,,,,,,,,15,608,578,,,,,,,,,,,,,,,
410,13673.8,,,,,,,,,,15,640,578,,,,,,,,,,,,,,,
411,13709.2,,,,,,,,,,15,671,577,,,,,,,,,,,,,,,
412,13741.0,,,,,,,,,,16,700,577,,,,,,,,,,,,,,,
413,13773.2,,,,,,,,,,16,723,577,,,,,,,,,,,,,,,
414,13810.5,,,,,,,,,,16,738,577,,,,,,,,,,,,,,,
415,13841.3,,,,,,,,,,16,743,578,,,,,,,,,,,,,,,
416,13873.7,,,,,,,,,,16,739,578,,,,,,,,,,,,,,,
417,13909.2,,,,,,,,,,16,724,579,,,,,,,,,,,,,,,
418,13941.3,,,,,,,,,,15,702,579,,,,,,,,,,,,,,,
419,13974.2,,,,,,,,,,15,674,579,,,,,,,,,,,,,,,
420,14008.9,,,,,,,,,,15,642,581,,,,,,,,,,,,,,,
421,14041.3,,,,,,,,,,14,612,582,,,,,,,,,,,,,,,
422,14073.4,,,,,,,,,,16,580,581,,,,,,,,,,,,,,,
423,14109.7,,,,,,,,,,17,554,582,,,,,,,,,,,,,,,
424,14141.5,,,,,,,,,,16,538,583,,,,,,,,,,,,,,,
425,14173.6,,,,,,,,,,16,531,584,,,,,,,,,,,,,,,
426,14209.1,,,,,,,,,,16,533,584,,,,,,,,,,,,,,,
427,14242.5,,,,,,,,,,17,544,584,,,,,,,,,,,,,,,
428,14273.7,,,,,,,,,,16,565,585,,,,,,,,,,,,,,,
429,14309.2,,,,,,,,,,15,592,586,,,,,,,,,,,,,,,
430,14341.4,,,,,,,,,,14,622,586,,,,,,,,,,,,,,,
431,14373.3,,,,,,,,,,15,655,587,,,,,,,,,,,,,,,
432,14409.1,,,,,,,,,,16,684,587,,,,,,,,,,,,,,,
433,14441.6,,,,,,,,,,16,711,587,,,,,,,,,,,,,,,
434,14473.4,,,,,,,,,,16,731,588,,,,,,,,,,,,,,,
435,14509.7,,,,,,,,,,16,740,587,,,,,,,,,,,,,,,
436,14542.3,,,,,,,,,,16,741,585,,,,,,,,,,,,,,,
437,14573.7,,,,,,,,,,16,732,586,,,,,,,,,,,,,,,
438,14609.2,,,,,,,,,,17,714,585,,,,,,,,,,,,,,,
439,14641.6,,,,,,,,,,16,690,586,,,,,,,,,,,,,,,
440,14673.3,,,,,,,,,,16,659,584,,,,,,,,,,,,,,,
441,14709.0,,,,,,,,,,17,626,584,,,,,,,,,,,,,,,
442,14741.1,,,,,,,,,,16,596,582,,,,,,,,,,,,,,,
443,14773.2,,,,,,,,,,16,569,583,,,,,,,,,,,,,,,
444,14808.9,,,,,,,,,,17,546,582,,,,,,,,,,,,,,,
445,14842.1,,,,,,,,,,17,533,580,,,,,,,,,,,,,,,
446,14873.3,,,,,,,,,,16,530,579,,,,,,,,,,,,,,,
447,14909.2,,,,,,,,,,16,537,580,,,,,,,,,,,,,,,
448,14941.3,,,,,,,,,,18,552,578,,,,,,,,,,,,,,,
449,14973.6,,,,,,,,,,16,573,579,,,,,,,,,,,,,,,
450,15009.3,,,,,,,,,,15,606,579,,,,,,,,,,,,,,,
451,15041.1,,,,,,,,,,16,637,578,,,,,,,,,,,,,,,
452,15073.4,,,,,,,,,,16,667,576,,,,,,,,,,,,,,,
453,15109.2,,,,,,,,,,16,697,576,,,,,,,,,,,,,,,
454,15141.8,,,,,,,,,,17,721,575,,,,,,,,,,,,,,,
455,15177.6,,,,,,,,,,16,736,577,,,,,,,,,,,,,,,
456,15209.5,,,,,,,,,,17,743,576,,,,,,,,,,,,,,,
457,15241.2,,,,,,,,,,17,739,578,,,,,,,,,,,,,,,
458,15273.7,,,,,,,,,,16,726,577,,,,,,,,,,,,,,,
459,15309.2,,,,,,,,,,16,704,579,,,,,,,,,,,,,,,
460,15341.8,5,647,106,,,,,,,17,675,579,,,,,,,,,,,,,,,
461,15373.2,,,,,,,,,,15,645,581,,,,,,,,,,,,,,,
462,15409.3,,,,,,,,,,15,613,582,,,,,,,,,,,,,,,
463,15441.4,,,,,,,,,,16,582,584,,,,,,,,,,,,,,,
464,15473.6,,,,,,,,,,15,559,584,,,,,,,,,,,,,,,
465,15509.2,,,,,,,,,,16,541,584,,,,,,,,,,,,,,,
466,15541.3,,,,,,,,,,16,532,585,,,,,,,,,,,,,,,
467,15573.5,,,,,,,,,,17,533,586,,,,,,,,,,,,,,,
468,15608.9,,,,,,,,,,16,544,587,,,,,,,,,,,,,,,
469,15641.5,,,,,,,,,,17,563,587,,,,,,,,,,,,,,,
470,15673.6,,,,,,,,,,17,589,588,,,,,,,,,,,,,,,
471,15709.5,,,,,,,,,,16,619,589,,,,,,,,,,,,,,,
472,15741.4,,,,,,,,,,16,651,588,,,,,,,,,,,,,,,
473,15773.0,,,,,,,,,,16,681,589,,,,,,,,,,,,,,,
474,15809.2,,,,,,,,,,16,707,589,,,,,,,,,,,,,,,
475,15841.1,,,,,,,,,,17,728,589,,,,,,,,,,,,,,,
476,15873.3,,,,,,,,,,16,739,590,,,,,,,,,,,,,,,
477,15909.3,,,,,,,,,,16,741,588,,,,,,,,,,,,,,,
478,15941.5,,,,,,,,,,17,733,588,,,,,,,,,,,,,,,
479,15973.5,5,647,106,,,,,,,16,715,587,,,,,,,,,,,,,,,
480,16008.9,,,,,,,,,,17,690,586,,,,,,,,,,,,,,,
481,16041.7,,,,,,,,,,15,663,586,,,,,,,,,,,,,,,
482,16073.4,,,,,,,,,,16,631,585,,,,,,,,,,,,,,,
483,16109.3,,,,,,,,,,16,599,585,,,,,,,,,,,,,,,
484,16141.2,,,,,,,,,,16,571,582,,,,,,,,,,,,,,,
485,16173.3,,,,,,,,,,16,550,582,,,,,,,,,,,,,,,
486,16210.1,,,,,,,,,,17,535,580,,,,,,,,,,,,,,,
487,16241.2,,,,,,,,,,17,530,579,,,,,,,,,,,,,,,
488,16273.4,,,,,,,,,,17,536,578,,,,,,,,,,,,,,,
489,16309.2,,,,,,,,,,17,551,575,,,,,,,,,,,,,,,
490,16341.0,,,,,,,,,,17,573,576,,,,,,,,,,,,,,,
491,16373.2,,,,,,,,,,16,601,575,,,,,,,,,,,,,,,
492,16409.0,,,,,,,,,,16,634,575,,,,,,,,,,,,,,,
493,16441.2,,,,,,,,,,17,665,573,,,,,,,,,,,,,,,
494,16473.7,,,,,,,,,,17,694,574,,,,,,,,,,,,,,,
495,16509.2,,,,,,,,,,16,718,574,,,,,,,,,,,,,,,
496,16541.5,,,,,,,,,,17,734,574,,,,,,,,,,,,,,,
497,16573.4,,,,,,,,,,17,742,575,,,,,,,,,,,,,,,
498,16609.2,,,,,,,,,,17,738,576,,,,,,,,,,,,,,,
499,16641.0,,,,,,,,,,16,726,576,,,,,,,,,,,,,,,
500,16677.5,,,,,,,,,,17,706,578,,,,,,,,,,,,,,,
501,16709.2,,,,,,,,,,15,678,579,,,,,,,,,,,,,,,
502,16741.3,5,647,106,,,,,,,17,648,579,,,,,,,,,,,,,,,
503,16773.3,,,,,,,,,,17,616,582,,,,,,,,,,,,,,,
504,16809.0,,,,,,,,,,16,585,583,,,,,,,,,,,,,,,
505,16841.3,,,,,,,,,,16,561,583,,,,,,,,,,,,,,,
506,16873.1,,,,,,,,,,17,542,584,,,,,,,,,,,,,,,
507,16909.2,,,,,,,,,,16,533,587,,,,,,,,,,,,,,,
508,16941.5,,,,,,,,,,17,533,588,,,,,,,,,,,,,,,
509,16973.4,,,,,,,,,,16,543,589,,,,,,,,,,,,,,,
510,17009.6,,,,,,,,,,17,561,590,,,,,,,,,,,,,,,
511,17041.2,,,,,,,,,,16,587,591,,,,,,,,,,,,,,,
512,17074.4,,,,,,,,,,16,616,591,,,,,,,,,,,,,,,
513,17109.0,,,,,,,,,,16,647,592,,,,,,,,,,,,,,,
514,17141.6,,,,,,,,,,16,678,593,,,,,,,,,,,,,,,
515,17173.9,,,,,,,,,,16,705,592,,,,,,,,,,,,,,,
516,17209.0,,,,,,,,,,17,725,593,,,,,,,,,,,,,,,
517,17242.7,,,,,,,,,,16,737,592,,,,,,,,,,,,,,,
518,17273.3,,,,,,,,,,17,740,592,,,,,,,,,,,,,,,
519,17309.8,,,,,,,,,,17,733,591,,,,,,,,,,,,,,,
520,17343.1,,,,,,,,,,17,717,589,,,,,,,,,,,,,,,
521,17373.3,,,,,,,,,,16,693,589,,,,,,,,,,,,,,,
522,17409.8,,,,,,,,,,16,665,587,,,,,,,,,,,,,,,
523,17441.3,,,,,,,,,,16,634,587,,,,,,,,,,,,,,,
524,17473.9,,,,,,,,,,16,603,585,,,,,,,,,,,,,,,
525,17508.9,,,,,,,,,,16,575,583,,,,,,,,,,,,,,,
526,17541.1,,,,,,,,,,17,552,581,,,,,,,,,,,,,,,
527,17573.2,,,,,,,,,,17,537,579,,,,,,,,,,,,,,,
528,17608.9,,,,,,,,,,16,532,579,,,,,,,,,,,,,,,
529,17641.6,,,,,,,,,,17,537,577,,,,,,,,,,,,,,,
530,17673.5,,,,,,,,,,16,549,576,,,,,,,,,,,,,,,
531,17711.0,,,,,,,,,,17,571,574,,,,,,,,,,,,,,,
532,17741.1,,,,,,,,,,16,598,574,,,,,,,,,,,,,,,
533,17773.2,,,,,,,,,,16,630,574,,,,,,,,,,,,,,,
534,17809.2,,,,,,,,,,17,661,571,,,,,,,,,,,,,,,
535,17841.2,,,,,,,,,,17,691,570,,,,,,,,,,,,,,,
536,17873.2,,,,,,,,,,17,715,571,,,,,,,,,,,,,,,
537,17908.9,,,,,,,,,,17,732,572,,,,,,,,,,,,,,,
538,17941.0,,,,,,,,,,17,740,572,,,,,,,,,,,,,,,
539,17973.5,,,,,,,,,,17,738,573,,,,,,,,,,,,,,,
540,18010.2,,,,,,,,,,17,728,574,,,,,,,,,,,,,,,
541,18045.4,,,,,,,,,,16,707,576,,,,,,,,,,,,,,,
542,18073.4,,,,,,,,,,16,681,578,,,,,,,,,,,,,,,
543,18109.2,,,,,,,,,,17,650,579,,,,,,,,,,,,,,,
544,18141.3,,,,,,,,,,16,620,582,,,,,,,,,,,,,,,
545,18173.6,,,,,,,,,,16,591,585,,,,,,,,,,,,,,,
546,18208.9,,,,,,,,,,17,565,586,,,,,,,,,,,,,,,
547,18241.0,5,647,106,,,,,,,17,545,588,,,,,,,,,,,,,,,
548,18273.7,,,,,,,,,,17,536,589,,,,,,,,,,,,,,,
549,18309.4,,,,,,,,,,18,534,591,,,,,,,,,,,,,,,
550,18341.7,,,,,,,,,,17,544,593,,,,,,,,,,,,,,,
551,18373.2,,,,,,,,,,17,560,594,,,,,,,,,,,,,,,
552,18409.1,,,,,,,,,,16,586,596,,,,,,,,,,,,,,,
553,18445.0,,,,,,,,,,16,614,597,,,,,,,,,,,,,,,
554,18473.6,,,,,,,,,,16,644,597,,,,,,,,,,,,,,,
555,18509.7,,,,,,,,,,16,675,597,,,,,,,,,,,,,,,
556,18545.8,,,,,,,,,,17,701,598,,,,,,,,,,,,,,,
557,18573.9,,,,,,,,,,17,722,597,,,,,,,,,,,,,,,
558,18609.0,,,,,,,,,,16,735,598,,,,,,,,,,,,,,,
559,18645.2,,,,,,,,,,17,738,597,,,,,,,,,,,,,,,
560,18673.3,,,,,,,,,,17,732,596,,,,,,,,,,,,,,,
561,18709.2,,,,,,,,,,17,717,594,,,,,,,,,,,,,,,
562,18741.1,,,,,,,,,,16,695,591,,,,,,,,,,,,,,,
563,18773.1,,,,,,,,,,16,667,589,,,,,,,,,,,,,,,
564,18809.7,,,,,,,,,,15,637,589,,,,,,,,,,,,,,,
565,18845.4,,,,,,,,,,17,605,585,,,,,,,,,,,,,,,
566,18873.6,,,,,,,,,,17,577,582,,,,,,,,,,,,,,,
567,18909.3,,,,,,,,,,17,554,581,,,,,,,,,,,,,,,
568,18941.4,,,,,,,,,,17,540,580,,,,,,,,,,,,,,,
569,18973.2,,,,,,,,,,17,532,576,,,,,,,,,,,,,,,
570,19009.0,,,,,,,,,,17,537,575,,,,,,,,,,,,,,,
571,19041.5,,,,,,,,,,17,549,572,,,,,,,,,,,,,,,
572,19073.7,,,,,,,,,,17,569,570,,,,,,,,,,,,,,,
573,19108.9,,,,,,,,,,17,597,570,,,,,,,,,,,,,,,
574,19141.2,,,,,,,,,,18,626,568,,,,,,,,,,,,,,,
575,19175.6,,,,,,,,,,17,657,567,,,,,,,,,,,,,,,
576,19209.3,,,,,,,,,,16,688,566,,,,,,,,,,,,,,,
577,19241.3,,,,,,,,,,17,713,566,,,,,,,,,,,,,,,
578,19273.5,,,,,,,,,,17,731,566,,,,,,,,,,,,,,,
579,19309.2,,,,,,,,,,18,739,567,,,,,,,,,,,,,,,
580,19341.5,,,,,,,,,,17,738,569,,,,,,,,,,,,,,,
581,19374.9,,,,,,,,,,17,728,570,,,,,,,,,,,,,,,
582,19409.1,,,,,,,,,,17,709,572,,,,,,,,,,,,,,,
583,19441.2,,,,,,,,,,17,683,575,,,,,,,,,,,,,,,
584,19473.3,,,,,,,,,,16,654,578,,,,,,,,,,,,,,,
585,19509.2,,,,,,,,,,17,621,580,,,,,,,,,,,,,,,
586,19541.2,,,,,,,,,,16,593,584,,,,,,,,,,,,,,,
587,19573.4,,,,,,,,,,17,567,587,,,,,,,,,,,,,,,
588,19609.2,,,,,,,,,,16,547,589,,,,,,,,,,,,,,,
589,19641.2,,,,,,,,,,17,537,591,,,,,,,,,,,,,,,
590,19673.5,,,,,,,,,,17,537,595,,,,,,,,,,,,,,,
591,19709.2,,,,,,,,,,16,544,598,,,,,,,,,,,,,,,
592,19741.6,,,,,,,,,,17,560,598,,,,,,,,,,,,,,,
593,19773.2,,,,,,,,,,15,584,601,,,,,,,,,,,,,,,
594,19809.2,,,,,,,,,,16,612,603,,,,,,,,,,,,,,,
595,19841.5,,,,,,,,,,16,642,604,,,,,,,,,,,,,,,
596,19873.1,,,,,,,,,,16,672,603,,,,,,,,,,,,,,,
597,19909.3,,,,,,,,,,16,699,605,,,,,,,,,,,,,,,
598,19941.3,,,,,,,,,,16,719,605,,,,,,,,,,,,,,,
599,19974.2,,,,,,,,,,17,732,604,,,,,,,,,,,,,,,
600,20009.0,,,,,,,,,,17,737,602,,,,,,,,,,,,,,,
601,20041.4,,,,,,,,,,17,732,600,,,,,,,,,,,,,,,
602,20073.3,,,,,,,,,,16,717,598,,,,,,,,,,,,,,,
603,20109.0,,,,,,,,,,16,696,595,,,,,,,,,,,,,,,
604,20141.4,,,,,,,,,,15,669,592,,,,,,,,,,,,,,,
605,20173.4,5,647,106,,,,,,,15,639,589,,,,,,,,,,,,,,,
606,20209.1,,,,,,,,,,16,609,588,,,,,,,,,,,,,,,
607,20241.2,,,,,,,,,,17,580,583,,,,,,,,,,,,,,,
608,20273.2,,,,,,,,,,16,558,581,,,,,,,,,,,,,,,
609,20309.4,,,,,,,,,,18,541,577,,,,,,,,,,,,,,,
610,20341.6,,,,,,,,,,17,534,574,,,,,,,,,,,,,,,
611,20373.2,,,,,,,,,,17,537,571,,,,,,,,,,,,,,,
612,20409.2,,,,,,,,,,17,549,568,,,,,,,,,,,,,,,
613,20441.3,,,,,,,,,,17,569,566,,,,,,,,,,,,,,,
614,20473.7,,,,,,,,,,17,594,563,,,,,,,,,,,,,,,
615,20509.1,,,,,,,,,,16,624,561,,,,,,,,,,,,,,,
616,20541.4,,,,,,,,,,17,654,560,,,,,,,,,,,,,,,
617,20577.4,,,,,,,,,,17,684,559,,,,,,,,,,,,,,,
618,20612.0,,,,,,,,,,16,710,558,,,,,,,,,,,,,,,
619,20641.6,,,,,,,,,,17,728,559,,,,,,,,,,,,,,,
620,20673.6,,,,,,,,,,17,738,560,,,,,,,,,,,,,,,
621,20709.0,,,,,,,,,,17,738,562,,,,,,,,,,,,,,,
622,20741.7,,,,,,,,,,17,728,564,,,,,,,,,,,,,,,
623,20773.9,,,,,,,,,,17,710,567,,,,,,,,,,,,,,,
624,20809.2,,,,,,,,,,16,684,570,,,,,,,,,,,,,,,
625,20841.1,,,,,,,,,,16,656,573,,,,,,,,,,,,,,,
626,20873.2,,,,,,,,,,17,624,579,,,,,,,,,,,,,,,
627,20909.5,5,647,106,,,,,,,17,594,582,,,,,,,,,,,,,,,
628,20941.1,,,,,,,,,,16,570,586,,,,,,,,,,,,,,,
629,20973.3,,,,,,,,,,17,550,590,,,,,,,,,,,,,,,
630,21009.2,,,,,,,,,,17,540,593,,,,,,,,,,,,,,,
631,21042.0,,,,,,,,,,17,537,598,,,,,,,,,,,,,,,
632,21073.6,,,,,,,,,,17,544,600,,,,,,,,,,,,,,,
633,21109.4,,,,,,,,,,17,560,605,,,,,,,,,,,,,,,
634,21142.2,,,,,,,,,,16,583,607,,,,,,,,,,,,,,,
635,21173.1,,,,,,,,,,15,610,609,,,,,,,,,,,,,,,
636,21209.0,,,,,,,,,,15,640,610,,,,,,,,,,,,,,,
637,21241.6,,,,,,,,,,15,669,612,,,,,,,,,,,,,,,
638,21273.1,,,,,,,,,,16,695,613,,,,,,,,,,,,,,,
639,21309.0,,,,,,,,,,16,715,613,,,,,,,,,,,,,,,
640,21341.3,,,,,,,,,,16,728,612,,,,,,,,,,,,,,,
641,21373.4,,,,,,,,,,16,733,612,,,,,,,,,,,,,,,
642,21409.4,,,,,,,,,,16,729,608,,,,,,,,,,,,,,,
643,21441.4,,,,,,,,,,16,716,606,,,,,,,,,,,,,,,
644,21473.9,,,,,,,,,,15,696,602,,,,,,,,,,,,,,,
645,21508.9,,,,,,,,,,15,670,599,,,,,,,,,,,,,,,
646,21541.3,,,,,,,,,,16,641,593,,,,,,,,,,,,,,,
647,21573.5,,,,,,,,,,16,612,590,,,,,,,,,,,,,,,
648,21609.3,,,,,,,,,,16,584,586,,,,,,,,,,,,,,,
649,21641.3,,,,,,,,,,17,560,581,,,,,,,,,,,,,,,
650,21674.6,,,,,,,,,,17,545,576,,,,,,,,,,,,,,,
651,21713.4,,,,,,,,,,18,536,571,,,,,,,,,,,,,,,
652,21741.0,,,,,,,,,,17,538,567,,,,,,,,,,,,,,,
653,21773.5,,,,,,,,,,17,548,563,,,,,,,,,,,,,,,
654,21809.4,,,,,,,,,,17,567,559,,,,,,,,,,,,,,,
655,21841.0,,,,,,,,,,17,593,557,,,,,,,,,,,,,,,
656,21873.4,,,,,,,,,,16,623,553,,,,,,,,,,,,,,,
657,21908.9,,,,,,,,,,16,653,550,,,,,,,,,,,,,,,
658,21941.5,,,,,,,,,,17,681,548,,,,,,,,,,,,,,,
659,21973.6,,,,,,,,,,17,707,548,,,,,,,,,,,,,,,
660,22009.1,,,,,,,,,,17,725,549,,,,,,,,,,,,,,,
661,22041.2,,,,,,,,,,18,736,550,,,,,,,,,,,,,,,
662,22073.6,,,,,,,,,,17,735,552,,,,,,,,,,,,,,,
663,22109.2,,,,,,,,,,17,728,556,,,,,,,,,,,,,,,
664,22141.1,,,,,,,,,,17,710,560,,,,,,,,,,,,,,,
665,22173.2,,,,,,,,,,17,685,565,,,,,,,,,,,,,,,
666,22209.4,,,,,,,,,,16,657,569,,,,,,,,,,,,,,,
667,22241.1,,,,,,,,,,17,627,575,,,,,,,,,,,,,,,
668,22274.4,,,,,,,,,,16,598,580,,,,,,,,,,,,,,,
669,22309.1,,,,,,,,,,17,572,588,,,,,,,,,,,,,,,
670,22341.2,,,,,,,,,,17,553,592,,,,,,,,,,,,,,,
671,22373.3,,,,,,,,,,16,543,597,,,,,,,,,,,,,,,
672,22409.1,,,,,,,,,,17,540,602,,,,,,,,,,,,,,,
673,22441.1,,,,,,,,,,16,547,607,,,,,,,,,,,,,,,
674,22473.6,,,,,,,,,,16,562,611,,,,,,,,,,,,,,,
675,22509.2,,,,,,,,,,16,582,616,,,,,,,,,,,,,,,
676,22541.4,,,,,,,,,,15,610,620,,,,,,,,,,,,,,,
677,22573.7,,,,,,,,,,14,638,623,,,,,,,,,,,,,,,
678,22608.9,,,,,,,,,,15,666,623,,,,,,,,,,,,,,,
679,22641.3,,,,,,,,,,16,691,624,,,,,,,,,,,,,,,
680,22673.5,,,,,,,,,,16,711,625,,,,,,,,,,,,,,,
681,22709.4,,,,,,,,,,16,724,623,,,,,,,,,,,,,,,
682,22741.2,,,,,,,,,,16,729,622,,,,,,,,,,,,,,,
683,22773.4,,,,,,,,,,16,725,620,,,,,,,,,,,,,,,
684,22809.2,,,,,,,,,,16,713,616,,,,,,,,,,,,,,,
685,22842.7,,,,,,,,,,16,695,610,,,,,,,,,,,,,,,
686,22873.7,,,,,,,,,,16,670,605,,,,,,,,,,,,,,,
687,22909.5,,,,,,,,,,16,642,600,,,,,,,,,,,,,,,
688,22941.1,,,,,,,,,,16,614,594,,,,,,,,,,,,,,,
689,22973.5,,,,,,,,,,17,587,588,,,,,,,,,,,,,,,
690,23009.1,,,,,,,,,,17,563,580,,,,,,,,,,,,,,,
691,23041.7,,,,,,,,,,17,548,574,,,,,,,,,,,,,,,
692,23073.2,,,,,,,,,,18,540,568,,,,,,,,,,,,,,,
693,23109.1,,,,,,,,,,17,540,562,,,,,,,,,,,,,,,
694,23141.4,,,,,,,,,,18,550,556,,,,,,,,,,,,,,,
695,23174.0,,,,,,,,,,18,567,548,,,,,,,,,,,,,,,
696,23209.1,,,,,,,,,,17,592,546,,,,,,,,,,,,,,,
697,23241.2,,,,,,,,,,17,620,541,,,,,,,,,,,,,,,
698,23273.2,,,,,,,,,,16,650,538,,,,,,,,,,,,,,,
699,23309.5,,,,,,,,,,18,679,534,,,,,,,,,,,,,,,
700,23342.0,,,,,,,,,,18,703,534,,,,,,,,,,,,,,,
701,23373.3,,,,,,,,,,18,721,534,,,,,,,,,,,,,,,
702,23409.4,,,,,,,,,,18,731,536,,,,,,,,,,,,,,,
703,23441.2,,,,,,,,,,18,732,540,,,,,,,,,,,,,,,
704,23473.3,,,,,,,,,,18,723,543,,,,,,,,,,,,,,,
705,23509.1,,,,,,,,,,18,707,550,,,,,,,,,,,,,,,
706,23541.1,,,,,,,,,,18,684,556,,,,,,,,,,,,,,,
707,23573.2,,,,,,,,,,17,656,563,,,,,,,,,,,,,,,
708,23609.4,,,,,,,,,,17,628,571,,,,,,,,,,,,,,,
709,23641.5,,,,,,,,,,18,599,580,,,,,,,,,,,,,,,
710,23673.8,,,,,,,,,,16,576,588,,,,,,,,,,,,,,,
711,23709.5,,,,,,,,,,18,557,594,,,,,,,,,,,,,,,
712,23742.4,,,,,,,,,,17,548,602,,,,,,,,,,,,,,,
713,23773.5,,,,,,,,,,16,546,609,,,,,,,,,,,,,,,
714,23809.3,,,,,,,,,,17,552,615,,,,,,,,,,,,,,,
715,23841.4,,,,,,,,,,16,566,622,,,,,,,,,,,,,,,
716,23873.2,,,,,,,,,,16,586,627,,,,,,,,,,,,,,,
717,23909.8,,,,,,,,,,15,611,631,,,,,,,,,,,,,,,
718,23941.3,,,,,,,,,,15,637,635,,,,,,,,,,,,,,,
719,23973.5,,,,,,,,,,15,663,637,,,,,,,,,,,,,,,
720,24009.0,,,,,,,,,,15,687,639,,,,,,,,,,,,,,,
721,24041.5,,,,,,,,,,16,705,640,,,,,,,,,,,,,,,
722,24073.6,,,,,,,,,,17,716,639,,,,,,,,,,,,,,,
723,24109.1,,,,,,,,,,16,721,637,,,,,,,,,,,,,,,
724,24141.4,,,,,,,,,,17,718,632,,,,,,,,,,,,,,,
725,24173.6,,,,,,,,,,16,707,627,,,,,,,,,,,,,,,
726,24209.2,,,,,,,,,,16,690,621,,,,,,,,,,,,,,,
727,24241.1,,,,,,,,,,16,667,614,,,,,,,,,,,,,,,
728,24273.5,,,,,,,,,,16,641,607,,,,,,,,,,,,,,,
729,24309.0,,,,,,,,,,16,614,599,,,,,,,,,,,,,,,
730,24341.1,,,,,,,,,,16,589,589,,,,,,,,,,,,,,,
731,24374.2,,,,,,,,,,18,568,580,,,,,,,,,,,,,,,
732,24409.0,,,,,,,,,,18,553,572,,,,,,,,,,,,,,,
733,24441.2,,,,,,,,,,17,546,564,,,,,,,,,,,,,,,
734,24473.5,,,,,,,,,,17,546,555,,,,,,,,,,,,,,,
735,24509.9,,,,,,,,,,18,554,546,,,,,,,,,,,,,,,
736,24549.6,,,,,,,,,,18,571,536,,,,,,,,,,,,,,,
